id,ai_response,amplitude,angry,atmosphere,brain_power,concentration_level,content,embarrassment,emotion_extract_id,emotional_cognition_ratio,energy,excitement,extreme_state,file_uri,hesitation,imagination_activity,intensive_thinking,sequence,sexual_arousal_factor,stress,uncertainty,unknown1,unknown2,upset,voice_energy
60536ba1-1eff-4b49-8a7e-4e56835d11da,XXXX,25968,0,-9,483,483,0,0,db45c9af-d27e-434f-b77e-28464658467f,32,5,7,5,file://db45c9af-d27e-434f-b77e-28464658467f.wav-segment_007.wav/,15,3,18,7,13,5,0,50,0,0,48
88fde122-cb39-47d6-9373-1babb6b8d525,XXXX,6769,0,0,711,711,0,0,a038ec16-53a4-416e-a0eb-cd048effbdb7,78,5,15,0,file://a038ec16-53a4-416e-a0eb-cd048effbdb7.wav-segment_000.wav/,12,1,3,0,0,4,0,9,0,0,17
78b16fa9-9eb0-4f22-b68d-4b525098a290,XXXX,25968,0,-9,483,483,0,0,8fd72389-5303-441e-ab1b-861625abe87d,32,5,7,5,file://8fd72389-5303-441e-ab1b-861625abe87d.wav-segment_007.wav/,15,3,18,7,13,5,0,50,0,0,48
7d5eb21e-b63d-41a1-82e6-4d6725a1d578,XXXX,25804,0,-16,918,918,0,0,1d23aa3d-224c-4979-98e9-4f979cee03a7,111,4,15,0,file://1d23aa3d-224c-4979-98e9-4f979cee03a7.wav-segment_001.wav/,17,0,0,1,6,4,0,38,0,0,62
15026ca5-7c85-4964-b754-6e61f2d5a09d,XXXX,17444,0,-2,831,831,0,0,0d002ebc-2720-4524-bac6-04adc46eac1f,89,7,23,0,file://0d002ebc-2720-4524-bac6-04adc46eac1f.wav-segment_003.wav/,17,0,2,3,0,7,0,26,0,0,50
41224abe-988b-47bd-b50b-24c9b869a9b6,XXXX,32316,0,-6,690,690,0,0,0e616782-4609-4fbd-961f-6277ec55ae82,58,2,19,0,file://0e616782-4609-4fbd-961f-6277ec55ae82.wav-segment_005.wav/,15,0,1,5,0,0,0,37,0,4,36
0d1e9930-c2ab-4524-b593-2b7465a85d68,XXXX,14978,0,6,891,891,0,0,0d002ebc-2720-4524-bac6-04adc46eac1f,134,8,16,0,file://0d002ebc-2720-4524-bac6-04adc46eac1f.wav-segment_004.wav/,21,0,0,4,0,2,0,17,0,0,29
052ca4fb-f961-45f0-bebc-17951f37fca8,XXXX,32316,0,-6,690,690,0,0,bedd1f31-eff4-4a8e-8a66-9d0e1259c7e2,58,2,19,0,file://bedd1f31-eff4-4a8e-8a66-9d0e1259c7e2.wav-segment_005.wav/,15,0,1,5,0,0,0,37,0,4,36
7c47bfaa-02d0-40f9-83cd-7c514d76dd17,XXXX,10598,0,10,796,796,0,0,b96facb6-4c7e-4b59-85c3-96dfebbfb509,103,13,15,3,file://b96facb6-4c7e-4b59-85c3-96dfebbfb509.wav-segment_000.wav/,19,0,0,0,8,2,0,16,0,0,27
ad0301df-6704-48a8-8ccc-403058168af9,XXXX,14978,0,6,891,891,0,0,0210ec5a-2769-4998-882e-955f850cad17,134,8,16,0,file://0210ec5a-2769-4998-882e-955f850cad17.wav-segment_004.wav/,21,0,0,4,0,2,0,17,0,0,29
e2fa3217-e53c-4c53-b754-7e818258b5cf,XXXX,17444,0,-2,831,831,0,0,db45c9af-d27e-434f-b77e-28464658467f,89,7,23,0,file://db45c9af-d27e-434f-b77e-28464658467f.wav-segment_003.wav/,17,0,2,3,0,7,0,26,0,0,50
83cc7990-8201-4f84-9b71-4da3b99e172f,XXXX,13633,0,8,818,818,0,0,97743432-324e-4089-8fa4-a079189a2e4e,102,6,22,0,file://97743432-324e-4089-8fa4-a079189a2e4e.wav-segment_000.wav/,10,1,0,0,0,4,0,20,0,0,31
da857767-a8a2-41a3-8553-2e09e3a078d3,XXXX,19284,0,-4,613,613,0,0,1d23aa3d-224c-4979-98e9-4f979cee03a7,76,4,10,0,file://1d23aa3d-224c-4979-98e9-4f979cee03a7.wav-segment_002.wav/,15,1,0,2,3,2,0,36,0,0,50
2cf13aff-2be8-4bf8-b50e-b73cc8b85e76,XXXX,16814,0,-2,587,587,0,0,ae24bfef-1f94-4c5f-90e9-930c92f97fe7,56,3,17,4,file://ae24bfef-1f94-4c5f-90e9-930c92f97fe7.wav-segment_006.wav/,17,3,5,6,0,6,0,29,0,0,40
d0eca0d4-ae0e-453f-9058-9760dd09bca8,XXXX,24388,0,20,953,953,0,14,794d4666-b4a0-4eb1-a635-a5b89c930824,200,17,19,1,file://794d4666-b4a0-4eb1-a635-a5b89c930824.wav-segment_000.wav/,15,0,0,0,0,0,0,32,0,0,42
386e2dc7-02e8-4d91-93c5-bbaadafc9fe5,XXXX,19284,0,-4,613,613,0,0,bedd1f31-eff4-4a8e-8a66-9d0e1259c7e2,76,4,10,0,file://bedd1f31-eff4-4a8e-8a66-9d0e1259c7e2.wav-segment_002.wav/,15,1,0,2,3,2,0,36,0,0,50
f2f9f525-8552-4b2a-934e-4ee38cfad647,XXXX,32316,0,-6,690,690,0,0,8fd72389-5303-441e-ab1b-861625abe87d,58,2,19,0,file://8fd72389-5303-441e-ab1b-861625abe87d.wav-segment_005.wav/,15,0,1,5,0,0,0,37,0,4,36
e610985e-a9fb-441d-8f9a-a12a422c0e70,XXXX,25804,0,-16,918,918,0,0,8fd72389-5303-441e-ab1b-861625abe87d,111,4,15,0,file://8fd72389-5303-441e-ab1b-861625abe87d.wav-segment_001.wav/,17,0,0,1,6,4,0,38,0,0,62
8d9dde5a-667b-44f2-9939-03104c54a9e4,XXXX,17444,0,-2,831,831,0,0,9ae3b4c0-b771-4074-9f8d-215ddc78f3b0,89,7,23,0,file://9ae3b4c0-b771-4074-9f8d-215ddc78f3b0.wav-segment_003.wav/,17,0,2,3,0,7,0,26,0,0,50
de7c5d8d-c811-41ae-a82a-fa069ca41afd,XXXX,24388,0,20,953,953,0,14,86414c54-3d4f-4593-83a6-66bb119d3817,200,17,19,1,file://86414c54-3d4f-4593-83a6-66bb119d3817.wav-segment_000.wav/,15,0,0,0,0,0,0,32,0,0,42
879a31ea-2346-4c8b-8b30-697e8b425d36,XXXX,32316,0,-6,690,690,0,0,ae24bfef-1f94-4c5f-90e9-930c92f97fe7,58,2,19,0,file://ae24bfef-1f94-4c5f-90e9-930c92f97fe7.wav-segment_005.wav/,15,0,1,5,0,0,0,37,0,4,36
ef7daa95-d095-40f7-b10a-d56b38b09d54,XXXX,14978,0,6,891,891,0,0,794d4666-b4a0-4eb1-a635-a5b89c930824,134,8,16,0,file://794d4666-b4a0-4eb1-a635-a5b89c930824.wav-segment_004.wav/,21,0,0,4,0,2,0,17,0,0,29
f845cc51-4037-45d4-b783-69123163f37e,XXXX,7732,0,16,1009,1009,0,0,ba58fceb-ab90-404c-9ba3-f44ddbf0514e,141,7,26,7,file://ba58fceb-ab90-404c-9ba3-f44ddbf0514e.wav-segment_000.wav/,19,3,5,0,6,1,0,9,0,0,18
8af44e94-632a-4106-b120-dd6ccbec1ba1,XXXX,17444,0,-2,831,831,0,0,8cd66e4a-aa3e-46dd-bac2-e02953006dcd,89,7,23,0,file://8cd66e4a-aa3e-46dd-bac2-e02953006dcd.wav-segment_003.wav/,17,0,2,3,0,7,0,26,0,0,50
e6c3272e-91f3-4b85-aec3-bfa509c33aa6,XXXX,16814,0,-2,587,587,0,0,583f6bd5-2371-4600-bd49-bf9ef98388e5,56,3,17,4,file://583f6bd5-2371-4600-bd49-bf9ef98388e5.wav-segment_006.wav/,17,3,5,6,0,6,0,29,0,0,40
f608cd86-cd83-48c1-ad0f-897261a27d6e,XXXX,24388,0,20,953,953,0,14,0210ec5a-2769-4998-882e-955f850cad17,200,17,19,1,file://0210ec5a-2769-4998-882e-955f850cad17.wav-segment_000.wav/,15,0,0,0,0,0,0,32,0,0,42
bebf6284-6f1f-4d69-9a97-1d045dc9808f,XXXX,25968,0,-9,483,483,0,0,ae24bfef-1f94-4c5f-90e9-930c92f97fe7,32,5,7,5,file://ae24bfef-1f94-4c5f-90e9-930c92f97fe7.wav-segment_007.wav/,15,3,18,7,13,5,0,50,0,0,48
7cda1091-58ba-42bb-830d-de6fb26ed11c,XXXX,25804,0,-16,918,918,0,0,9ae3b4c0-b771-4074-9f8d-215ddc78f3b0,111,4,15,0,file://9ae3b4c0-b771-4074-9f8d-215ddc78f3b0.wav-segment_001.wav/,17,0,0,1,6,4,0,38,0,0,62
d7f19a9a-198f-48eb-abec-2358b7b91631,XXXX,17444,0,-2,831,831,0,0,86414c54-3d4f-4593-83a6-66bb119d3817,89,7,23,0,file://86414c54-3d4f-4593-83a6-66bb119d3817.wav-segment_003.wav/,17,0,2,3,0,7,0,26,0,0,50
2a4ee021-c56d-40af-8db9-c49098113322,XXXX,4174,0,4,501,501,0,0,d3b1bf7a-acd2-4f21-bc8d-1588b52375e3,61,6,15,0,file://d3b1bf7a-acd2-4f21-bc8d-1588b52375e3.wav-segment_000.wav/,19,4,3,0,0,1,0,9,0,0,16
48ed73c4-fa58-47f3-9439-1bf640e677b4,XXXX,25804,0,-16,918,918,0,0,8cd66e4a-aa3e-46dd-bac2-e02953006dcd,111,4,15,0,file://8cd66e4a-aa3e-46dd-bac2-e02953006dcd.wav-segment_001.wav/,17,0,0,1,6,4,0,38,0,0,62
fdb426d1-261e-4773-80de-98b6155d3d0f,XXXX,19284,0,-4,613,613,0,0,794d4666-b4a0-4eb1-a635-a5b89c930824,76,4,10,0,file://794d4666-b4a0-4eb1-a635-a5b89c930824.wav-segment_002.wav/,15,1,0,2,3,2,0,36,0,0,50
75530361-a597-42ae-9847-188dbed9d320,XXXX,19284,0,-4,613,613,0,0,f68925f0-8ed8-4700-8d3c-e5da59ef2871,76,4,10,0,file://f68925f0-8ed8-4700-8d3c-e5da59ef2871.wav-segment_002.wav/,15,1,0,2,3,2,0,36,0,0,50
02b3c47b-304b-4dae-9c4f-428a15b7b081,XXXX,32316,0,-6,690,690,0,0,db45c9af-d27e-434f-b77e-28464658467f,58,2,19,0,file://db45c9af-d27e-434f-b77e-28464658467f.wav-segment_005.wav/,15,0,1,5,0,0,0,37,0,4,36
3163ce80-12d7-474e-9769-a0f6ee80250e,XXXX,25804,0,-16,918,918,0,0,0d002ebc-2720-4524-bac6-04adc46eac1f,111,4,15,0,file://0d002ebc-2720-4524-bac6-04adc46eac1f.wav-segment_001.wav/,17,0,0,1,6,4,0,38,0,0,62
5b2c063f-e820-4022-8a9f-4335852387a2,XXXX,17444,0,-2,831,831,0,0,db1b2dd8-63c4-4a45-ae79-3b827b58b02e,89,7,23,0,file://db1b2dd8-63c4-4a45-ae79-3b827b58b02e.wav-segment_003.wav/,17,0,2,3,0,7,0,26,0,0,50
ed3e1c82-2988-44ce-bdb9-37f82840689c,XXXX,17444,0,-2,831,831,0,0,ae24bfef-1f94-4c5f-90e9-930c92f97fe7,89,7,23,0,file://ae24bfef-1f94-4c5f-90e9-930c92f97fe7.wav-segment_003.wav/,17,0,2,3,0,7,0,26,0,0,50
1875f43f-0cc4-4e35-8546-17c0ce9785d3,XXXX,32316,0,-6,690,690,0,0,794d4666-b4a0-4eb1-a635-a5b89c930824,58,2,19,0,file://794d4666-b4a0-4eb1-a635-a5b89c930824.wav-segment_005.wav/,15,0,1,5,0,0,0,37,0,4,36
7cd822b1-7d59-4286-b469-06c79d818aa0,XXXX,19284,0,-4,613,613,0,0,0e616782-4609-4fbd-961f-6277ec55ae82,76,4,10,0,file://0e616782-4609-4fbd-961f-6277ec55ae82.wav-segment_002.wav/,15,1,0,2,3,2,0,36,0,0,50
00d389bc-51f2-4b54-80ab-6faba1bcfed8,XXXX,19284,0,-4,613,613,0,0,8cd66e4a-aa3e-46dd-bac2-e02953006dcd,76,4,10,0,file://8cd66e4a-aa3e-46dd-bac2-e02953006dcd.wav-segment_002.wav/,15,1,0,2,3,2,0,36,0,0,50
2f3280a5-b0f8-4f67-816a-a8236f41c20a,XXXX,24388,0,20,953,953,0,14,db45c9af-d27e-434f-b77e-28464658467f,200,17,19,1,file://db45c9af-d27e-434f-b77e-28464658467f.wav-segment_000.wav/,15,0,0,0,0,0,0,32,0,0,42
9cebd321-c427-48b5-abd3-c78d3e3e4e99,XXXX,16814,0,-2,587,587,0,0,baf1724b-7fcb-43c3-ad50-00af7b348c9a,56,3,17,4,file://baf1724b-7fcb-43c3-ad50-00af7b348c9a.wav-segment_006.wav/,17,3,5,6,0,6,0,29,0,0,40
43620f2c-a4dd-49f7-b672-d0c282c54f20,XXXX,7712,0,-7,807,807,0,0,9f48ccee-de3c-44bb-94fe-b28361993064,76,2,19,9,file://9f48ccee-de3c-44bb-94fe-b28361993064.wav-segment_002.wav/,10,9,6,2,0,7,0,9,0,9,16
d0204c6c-85c7-400d-83cf-7e88793b29ab,XXXX,14978,0,6,891,891,0,0,49a6adb4-328d-4374-9682-deaff939034b,134,8,16,0,file://49a6adb4-328d-4374-9682-deaff939034b.wav-segment_004.wav/,21,0,0,4,0,2,0,17,0,0,29
d7b86ca2-2079-46c1-96f9-d2a4820f9332,XXXX,24388,0,20,953,953,0,14,1d23aa3d-224c-4979-98e9-4f979cee03a7,200,17,19,1,file://1d23aa3d-224c-4979-98e9-4f979cee03a7.wav-segment_000.wav/,15,0,0,0,0,0,0,32,0,0,42
b30505ac-cf83-432d-85d3-1f2313b8138e,XXXX,17444,0,-2,831,831,0,0,49a6adb4-328d-4374-9682-deaff939034b,89,7,23,0,file://49a6adb4-328d-4374-9682-deaff939034b.wav-segment_003.wav/,17,0,2,3,0,7,0,26,0,0,50
0a3ccd16-a3f9-45ff-91ba-5403f6b496e1,XXXX,6543,0,5,809,809,0,0,3ffa2718-2059-4f63-817b-d51c85ca82f5,89,6,19,6,file://3ffa2718-2059-4f63-817b-d51c85ca82f5.wav-segment_000.wav/,12,7,6,0,0,4,0,10,0,0,19
cde110b1-7911-4695-a3c4-960f03d87e26,XXXX,16814,0,-2,587,587,0,0,a740b3b0-62e1-4867-a9e3-1d82572676ed,56,3,17,4,file://a740b3b0-62e1-4867-a9e3-1d82572676ed.wav-segment_006.wav/,17,3,5,6,0,6,0,29,0,0,40
18aba150-b4ef-4ce8-863d-9c3a3f167d8b,XXXX,24388,0,20,953,953,0,14,583f6bd5-2371-4600-bd49-bf9ef98388e5,200,17,19,1,file://583f6bd5-2371-4600-bd49-bf9ef98388e5.wav-segment_000.wav/,15,0,0,0,0,0,0,32,0,0,42
a2111740-fee5-4c6a-9cda-d297d795b3b2,XXXX,17444,0,-2,831,831,0,0,a740b3b0-62e1-4867-a9e3-1d82572676ed,89,7,23,0,file://a740b3b0-62e1-4867-a9e3-1d82572676ed.wav-segment_003.wav/,17,0,2,3,0,7,0,26,0,0,50
a7a349a1-82ed-4762-a75b-6068e8064c9a,XXXX,13633,0,8,818,818,0,0,d5788d38-7cc5-43d0-8c36-b96d4420792b,102,6,22,0,file://d5788d38-7cc5-43d0-8c36-b96d4420792b.wav-segment_000.wav/,10,1,0,0,0,4,0,20,0,0,31
03deffc8-e30b-4b30-849b-df86b4c5ef0d,XXXX,25804,0,-16,918,918,0,0,0210ec5a-2769-4998-882e-955f850cad17,111,4,15,0,file://0210ec5a-2769-4998-882e-955f850cad17.wav-segment_001.wav/,17,0,0,1,6,4,0,38,0,0,62
e71b4361-d327-4b77-82f3-7f50b5ff2eac,XXXX,10940,0,1,852,852,0,0,9f48ccee-de3c-44bb-94fe-b28361993064,112,4,15,0,file://9f48ccee-de3c-44bb-94fe-b28361993064.wav-segment_000.wav/,15,4,2,0,0,2,0,12,0,0,19
89b99f3a-509d-4c15-8237-736f4b98fda0,XXXX,5278,0,27,1022,1022,0,0,6b1c786a-56b9-4655-9aad-07ce8f8f2f20,129,17,29,8,file://6b1c786a-56b9-4655-9aad-07ce8f8f2f20.wav-segment_000.wav/,19,6,8,0,0,3,0,5,0,0,9
c96c9bdd-4579-496e-8fd3-c8f9134b3408,XXXX,32316,0,-6,690,690,0,0,9ae3b4c0-b771-4074-9f8d-215ddc78f3b0,58,2,19,0,file://9ae3b4c0-b771-4074-9f8d-215ddc78f3b0.wav-segment_005.wav/,15,0,1,5,0,0,0,37,0,4,36
37d7903e-97b9-418d-8cb1-c29e68d09264,XXXX,25968,0,-9,483,483,0,0,baf1724b-7fcb-43c3-ad50-00af7b348c9a,32,5,7,5,file://baf1724b-7fcb-43c3-ad50-00af7b348c9a.wav-segment_007.wav/,15,3,18,7,13,5,0,50,0,0,48
4086de81-6c55-4a55-af6e-e50e355d08bb,XXXX,25804,0,-16,918,918,0,0,db45c9af-d27e-434f-b77e-28464658467f,111,4,15,0,file://db45c9af-d27e-434f-b77e-28464658467f.wav-segment_001.wav/,17,0,0,1,6,4,0,38,0,0,62
67d9e1b0-ad33-4c0c-9cdf-1155d78275af,XXXX,13633,0,8,818,818,0,0,b1f3bda9-d944-42a4-b3ce-c0b78e7a974a,102,6,22,0,file://b1f3bda9-d944-42a4-b3ce-c0b78e7a974a.wav-segment_000.wav/,10,1,0,0,0,4,0,20,0,0,31
bf855b8a-48d6-4d29-921a-6da406db47f1,XXXX,16814,0,-2,587,587,0,0,bedd1f31-eff4-4a8e-8a66-9d0e1259c7e2,56,3,17,4,file://bedd1f31-eff4-4a8e-8a66-9d0e1259c7e2.wav-segment_006.wav/,17,3,5,6,0,6,0,29,0,0,40
32982781-a4f9-4ced-b303-31e179242fbe,XXXX,7732,0,16,1009,1009,0,0,8f2dacf1-d5c1-44c7-a545-c8adfecd266d,141,7,26,7,file://8f2dacf1-d5c1-44c7-a545-c8adfecd266d.wav-segment_000.wav/,19,3,5,0,6,1,0,9,0,0,18
a51e19bc-c7ea-4888-af9e-841f71867979,XXXX,8545,0,-1,870,870,0,7,5372e559-a285-4056-af4a-f9027fe4ab41,74,3,16,0,file://5372e559-a285-4056-af4a-f9027fe4ab41.wav-segment_000.wav/,12,5,5,0,0,4,0,7,0,0,15
22dcc1b1-8371-4f19-b527-6de6a03f7520,XXXX,25804,0,-16,918,918,0,0,86414c54-3d4f-4593-83a6-66bb119d3817,111,4,15,0,file://86414c54-3d4f-4593-83a6-66bb119d3817.wav-segment_001.wav/,17,0,0,1,6,4,0,38,0,0,62
111fb01c-f184-4b45-885d-3247014d7a60,XXXX,24388,0,20,953,953,0,14,db1b2dd8-63c4-4a45-ae79-3b827b58b02e,200,17,19,1,file://db1b2dd8-63c4-4a45-ae79-3b827b58b02e.wav-segment_000.wav/,15,0,0,0,0,0,0,32,0,0,42
32457aea-d40b-47c8-9f24-7f153c867cc5,XXXX,16814,0,-2,587,587,0,0,1f8d4d62-5e09-4248-91a6-5873be8434c8,56,3,17,4,file://1f8d4d62-5e09-4248-91a6-5873be8434c8.wav-segment_006.wav/,17,3,5,6,0,6,0,29,0,0,40
d12123af-5d4e-401d-aa47-a664f7ed046f,XXXX,32316,0,-6,690,690,0,0,f68925f0-8ed8-4700-8d3c-e5da59ef2871,58,2,19,0,file://f68925f0-8ed8-4700-8d3c-e5da59ef2871.wav-segment_005.wav/,15,0,1,5,0,0,0,37,0,4,36
2efe65c9-44d8-41f2-b919-d68ce82e3e70,XXXX,14978,0,6,891,891,0,0,f68925f0-8ed8-4700-8d3c-e5da59ef2871,134,8,16,0,file://f68925f0-8ed8-4700-8d3c-e5da59ef2871.wav-segment_004.wav/,21,0,0,4,0,2,0,17,0,0,29
6e078499-a6fa-4e18-a72f-e011ca0b6fd7,XXXX,24388,0,20,953,953,0,14,1a2c0bfd-d690-43e1-a723-27709481f6d4,200,17,19,1,file://1a2c0bfd-d690-43e1-a723-27709481f6d4.wav-segment_000.wav/,15,0,0,0,0,0,0,32,0,0,42
40613fe9-dccf-4f59-b5b8-7165501d6c32,XXXX,5296,0,-2,848,848,0,0,43b94aeb-04e0-43e3-a7d3-f845eac47c0f,76,3,15,1,file://43b94aeb-04e0-43e3-a7d3-f845eac47c0f.wav-segment_000.wav/,17,7,14,0,0,4,0,5,0,0,9
50fa2475-0d85-4823-8eb2-982abb57df02,XXXX,17444,0,-2,831,831,0,0,8fd72389-5303-441e-ab1b-861625abe87d,89,7,23,0,file://8fd72389-5303-441e-ab1b-861625abe87d.wav-segment_003.wav/,17,0,2,3,0,7,0,26,0,0,50
39d5efde-8eec-4754-8ea2-b8b5fe588d33,XXXX,14978,0,6,891,891,0,0,db1b2dd8-63c4-4a45-ae79-3b827b58b02e,134,8,16,0,file://db1b2dd8-63c4-4a45-ae79-3b827b58b02e.wav-segment_004.wav/,21,0,0,4,0,2,0,17,0,0,29
161847ec-264b-4062-a356-e2c2b5f43fa7,XXXX,13633,0,8,818,818,0,0,8845ed75-c580-4b75-930f-68dceb5ca171,102,6,22,0,file://8845ed75-c580-4b75-930f-68dceb5ca171.wav-segment_000.wav/,10,1,0,0,0,4,0,20,0,0,31
ffd58a93-bc47-4be2-b305-aa10749d2b7f,XXXX,25968,0,-9,483,483,0,0,f68925f0-8ed8-4700-8d3c-e5da59ef2871,32,5,7,5,file://f68925f0-8ed8-4700-8d3c-e5da59ef2871.wav-segment_007.wav/,15,3,18,7,13,5,0,50,0,0,48
02655c2a-61cf-42fc-b436-ec5424800c11,XXXX,14978,0,6,891,891,0,0,1d23aa3d-224c-4979-98e9-4f979cee03a7,134,8,16,0,file://1d23aa3d-224c-4979-98e9-4f979cee03a7.wav-segment_004.wav/,21,0,0,4,0,2,0,17,0,0,29
d43965cb-44c9-4ac6-b36c-69ad19847a25,XXXX,10701,0,5,992,992,0,0,9f48ccee-de3c-44bb-94fe-b28361993064,165,5,17,3,file://9f48ccee-de3c-44bb-94fe-b28361993064.wav-segment_001.wav/,12,0,0,1,0,0,0,11,0,0,18
9ce6f113-d25b-480b-bb36-f4391e181b01,XXXX,5995,0,22,720,720,0,14,e2ba056e-1e5e-45d8-9b20-daa348fcaf58,157,20,16,3,file://e2ba056e-1e5e-45d8-9b20-daa348fcaf58.wav-segment_000.wav/,19,0,0,0,0,0,0,14,0,0,28
7b975a85-fc15-4215-94a0-8145184c4cc3,XXXX,5955,0,3,898,898,0,0,9f48ccee-de3c-44bb-94fe-b28361993064,136,4,16,5,file://9f48ccee-de3c-44bb-94fe-b28361993064.wav-segment_003.wav/,12,0,0,3,7,2,0,7,0,0,12
74da2859-de5f-4c70-9c76-654c45a22170,XXXX,25968,0,-9,483,483,0,0,bedd1f31-eff4-4a8e-8a66-9d0e1259c7e2,32,5,7,5,file://bedd1f31-eff4-4a8e-8a66-9d0e1259c7e2.wav-segment_007.wav/,15,3,18,7,13,5,0,50,0,0,48
63280ecd-4c00-4060-879f-d5bd35f865a6,XXXX,4098,0,-10,639,639,0,0,cb646f2c-6cab-4593-bbbc-1585f377c79e,43,3,15,0,file://cb646f2c-6cab-4593-bbbc-1585f377c79e.wav-segment_000.wav/,15,8,12,0,0,12,0,6,0,0,13
49fb0bb7-70c4-4fd1-a4db-8b929c995956,XXXX,14978,0,6,891,891,0,0,1f8d4d62-5e09-4248-91a6-5873be8434c8,134,8,16,0,file://1f8d4d62-5e09-4248-91a6-5873be8434c8.wav-segment_004.wav/,21,0,0,4,0,2,0,17,0,0,29
